0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,0
2024_04_23_13_34_01_873,0.5,0.0,109.0,104.0,24.76906,-49.99905,1.683722,0.008512528,0.004871398,6.266377,0.69,-0.1021926,-0.0008603128,-0.07951466,3.950119,0.2836967,-0.4687812,1.488067599067599
2024_04_23_13_34_01_977,0.5,0.0,314.0,310.0,24.85353,-49.99981,1.683688,0.007325291,0.00174042,6.263331,0.85,-0.0049685,-0.02127801,0.01323475,0.4057288,0.3330018,-0.0924468,1.488067599067599
2024_04_23_13_34_02_081,0.5,0.0,538.0,524.0,24.94349,-50.00147,1.684048,0.003597398,0.001607506,6.265902,0.88,-0.005958121,-0.03279275,0.03564804,-0.04357099,-0.7962267,-0.4109391,1.488067599067599
2024_04_23_13_34_02_185,0.5,0.0,769.0,744.0,25.03592,-50.00323,1.682903,-0.004834357,6.279765,6.268778,0.9,-0.05055873,-0.03521923,0.01751942,0.2065301,-0.007901341,-0.0880286,1.488067599067599
2024_04_23_13_34_02_312,0.5,0.0,1034.0,1006.0,25.14492,-50.00424,1.682199,6.277125,6.273491,6.269329,0.89,-0.08866753,-0.03929985,0.002579298,0.03886223,0.2355557,-0.008537434,1.488067599067599
2024_04_23_13_34_02_422,0.5,0.0,1276.0,1248.0,25.24542,-50.00529,1.683753,6.278049,6.274941,6.269562,0.9,0.004302911,0.002175409,-0.04108971,-0.1738071,0.2714135,0.01902506,1.488067599067599
2024_04_23_13_34_02_526,0.5,0.0,1500.0,1482.0,25.33901,-50.00561,1.682843,6.2751,6.268327,6.266735,0.89,-0.002326657,-0.04019384,0.01593101,-0.151813,-0.1957677,0.01754239,1.488067599067599
2024_04_23_13_34_02_657,0.5,0.0,1773.0,1768.0,25.45358,-50.00711,1.68691,6.28121,6.267965,6.263439,0.87,0.02571152,-0.1052621,-0.01352486,0.0166893,0.4188251,-0.05309376,1.488067599067599
2024_04_23_13_34_02_780,0.5,0.07744345,2026.0,2051.0,25.56175,-50.00804,1.689169,6.279415,6.264319,6.265765,0.86,-0.05663713,-0.03136683,0.06506323,0.04667043,0.01590699,0.0351537,1.488067599067599
2024_04_23_13_34_02_886,0.5,0.07744345,2239.0,2284.0,25.65335,-50.00828,1.691019,6.276889,6.259878,6.274253,0.87,-0.005938437,0.004890228,0.09260828,0.02503395,-0.05929917,0.07603876,1.488067599067599
2024_04_23_13_34_02_990,0.5,0.07744345,2452.0,2512.0,25.74476,-50.00798,1.692793,6.275233,6.258494,0.0004948154,0.88,0.02037968,-0.05412447,0.07661936,-0.1812577,0.200687,0.1287423,1.488067599067599
2024_04_23_13_34_03_089,0.5,0.07744345,2670.0,2742.0,25.83647,-50.00701,1.693702,6.271918,6.25231,0.01116557,0.88,-0.06720255,-0.05498574,0.1322565,-0.07891654,0.004183501,0.05296059,1.488067599067599
2024_04_23_13_34_03_197,0.5,0.07744345,2891.0,2980.0,25.93073,-50.00429,1.697082,6.269625,6.249034,0.02108584,0.85,-0.06383579,-0.05646768,0.04668378,-0.585258,0.2254434,-0.09266845,1.488067599067599
