0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,0
2024_02_11_01_28_47_808,1,0.001498981,5.0,5.0,0.0009579062,1.516238e-06,0.136003,2.309232e-07,0.009116295,-1.537203e-05,0.07,6.069381e-06,-0.06939453,-2.873709e-06,19.00284,0.0006238552,-0.8593823,3.561
2024_02_11_01_28_47_842,1,0.001695423,76.0,76.0,0.01870877,1.449897e-06,0.1347009,-7.080064e-05,0.004338423,-0.0008455057,0.94,6.183962e-05,-0.1199211,0.0009699759,22.49819,0.008398492,0.0627092,3.561
2024_02_11_01_28_47_878,1,0.001898217,205.0,205.0,0.06728461,2.738636e-06,0.1337359,-0.0002134816,0.0008463546,-0.004721662,1.65,3.397315e-05,-0.0743833,0.00263115,16.66105,0.008654315,-0.0501161,3.561
2024_02_11_01_28_47_917,1,0.002144856,397.0,397.0,0.1407367,1.148668e-05,0.1331221,-0.0004019651,6.281813,0.0002183792,2.2,0.000142262,-0.04448498,0.00464746,12.66241,0.01007377,-0.04474166,3.561
2024_02_11_01_28_47_954,1,0.002348627,626.0,626.0,0.2299286,3.563951e-05,0.1327761,-0.0006330156,6.280564,0.0004165184,2.61,0.0001392047,-0.02442653,0.00605475,10.00214,0.007238821,-0.07030275,3.561
2024_02_11_01_28_47_991,1,0.002575076,894.0,895.0,0.3356417,8.649818e-05,0.1326058,-0.0009176282,6.279951,0.0006838997,2.94,0.0002109423,-0.009414075,0.008045747,7.845163,0.006514368,-0.06602332,3.561
2024_02_11_01_28_48_029,1,0.00282345,1180.0,1181.0,0.4493459,0.0001705806,0.1325631,-0.001251502,6.279799,0.001012001,3.2,0.0001888343,0.0008706448,0.009777089,6.114482,0.006257789,0.02465211,3.561
2024_02_11_01_28_48_063,1,0.00301867,1460.0,1461.0,0.5612929,0.000288731,0.1326008,-0.001596958,6.279937,0.001363538,3.39,0.0002036097,0.00708242,0.01080616,4.989862,0.005259178,0.03159232,3.561
2024_02_11_01_28_48_099,1,0.003223459,1779.0,1780.0,0.6894692,0.0004760813,0.1327159,-0.001991133,6.280357,0.001768339,3.54,0.0002172078,0.01575736,0.01106024,3.249407,0.007337424,0.05155149,3.561
2024_02_11_01_28_48_137,1,0.003469942,2117.0,2119.0,0.8254484,0.0007396486,0.1329433,-0.002446294,6.281186,0.002204032,3.61,0.0002365258,0.02648614,0.01214357,0.9958743,0.0105137,0.1076776,3.561
